section	url	date	snippet
World	https://www.nytimes.com/2017/04/06/world/europe/scotland-nicola-sturgeon-united-kingdom-theresa-may.html	2017-04-07T00:57:10+0000	Ms. Sturgeon, an advocate of Scottish independence, said trying to compromise with Prime Minister Theresa May was ‘unproductive and frustrating.’...
World	https://www.nytimes.com/2017/04/06/world/middleeast/syria-bashar-al-assad-russia-sarin-attack.html	2017-04-06T23:49:25+0000	The idea, analysts say, is to demoralize President Bashar al-Assad’s foes, showing them that their cause is hopeless and that no one will come to their aid....
World	https://www.nytimes.com/2017/04/06/world/asia/dalai-lama-sucessor-tibet-china-buddhism.html	2017-04-06T23:30:21+0000	As the Tibetan leader drew closer to his destination, a holy site in India, he was trailed by questions of who will succeed him and ominous warnings from China....
World	https://www.nytimes.com/2017/04/06/world/middleeast/sarin-nerve-agent.html	2017-04-06T21:11:21+0000	What is sarin, the banned poison that was used in a chemical weapons attack in Syria?...
World	https://www.nytimes.com/2017/04/06/world/europe/vladimir-putin-clown-drag.html	2017-04-06T21:04:26+0000	The Justice Ministry declared the image of the Russian president wearing lipstick, eye shadow and false eyelashes to be “extremist.”...
World	https://www.nytimes.com/2017/04/06/world/middleeast/syrian-father-buries-children.html	2017-04-06T20:28:30+0000	One Syrian man said he lost at least 25 members of his extended family in the chemical attack on Tuesday, including his wife and twins....
World	https://www.nytimes.com/2017/04/06/world/europe/with-disrespect-mechanic-candidate-bursts-french-political-elites-bubble.html	2017-04-06T19:49:17+0000	Philippe Poutou, a no-hope candidate with a brutal anti-corruption message, was being hailed by some as the winner of a marathon presidential debate....
World	https://www.nytimes.com/2017/04/06/world/middleeast/us-said-to-weigh-military-responses-to-syrian-chemical-attack.html	2017-04-06T19:09:45+0000	The attack was in response to the Syrian government’s chemical weapons attack this week....
World	https://www.nytimes.com/2017/04/06/world/africa/somalia-shabab.html	2017-04-06T17:47:16+0000	The country’s newly elected leader, Mohamed Abdullahi Mohamed, offered an amnesty to any militants who surrendered within 60 days....
World	https://www.nytimes.com/2017/04/06/world/asia/rodrigo-duterte-south-china-sea.html	2017-04-06T16:48:35+0000	The step was a significant departure from President Rodrigo Duterte’s previous policy of not antagonizing China, which claims most of the sea....
World	https://www.nytimes.com/2017/04/06/world/europe/britain-vacation-school-disney.html	2017-04-06T16:21:08+0000	The heavily debated case pit the rights of parents to raise their children as they see fit against stiff truancy laws in a nation where school attendance is compulsory....
World	https://www.nytimes.com/2017/04/06/world/middleeast/hamas-hangs-3-men-in-gaza-accused-of-aiding-israel.html	2017-04-06T15:59:46+0000	The executions, though not said to be linked to the recent assassination of a top Hamas commander, took place during an intense hunt for collaborators....
World	https://www.nytimes.com/2017/04/06/world/americas/peru-floods-mudslides-south-america.html	2017-04-06T15:29:35+0000	Rapid development without planning draws the region’s most vulnerable people to areas that are the most prone to devastating flooding....
World	https://www.nytimes.com/2017/04/06/world/middleeast/chemical-attack-syria.html	2017-04-06T14:54:59+0000	The statement by the Turkish Health Ministry, which conducted preliminary tests on the victims, is the most specific to point to the cause of death in the Tuesday attack....
World	https://www.nytimes.com/2017/04/06/world/asia/reporters-without-borders-asia-hong-kong.html	2017-04-06T14:48:21+0000	The group had wanted to open an office in Hong Kong, a semiautonomous Chinese city where journalists say press freedom is deteriorating....
World	https://www.nytimes.com/2017/04/06/world/americas/special-ops-with-a-studious-bent-fight-destruction-of-brazils-amazon.html	2017-04-06T13:35:24+0000	Members of a unit struggling to curb the jungle’s destruction include an environmental activist, an Arctic oceanographer and a science teacher....
World	https://www.nytimes.com/2017/04/06/world/europe/st-petersburg-russia-metro-bomb.html	2017-04-06T12:34:52+0000	The news added to an already tense atmosphere the second-biggest city in Russia, which until Monday had been spared from any major terrorist attacks....
World	https://www.nytimes.com/2017/04/06/world/europe/dutch-men-hold-hands.html	2017-04-06T12:33:04+0000	Regardless of their sexual orientation, many in the Netherlands rallied in defense of two men who described being targeted by youths in the city of Arnhem....
World	https://www.nytimes.com/2017/04/06/world/europe/turkey-erdogan-gulenist-movement.html	2017-04-06T06:02:32+0000	Our reporter Patrick Kingsley describes the source of President Recep Tayyip Erdogan's popularity in this last installment of our State of Emergency series....
World	https://www.nytimes.com/video/world/middleeast/100000005028211/syria-chemical-attack-heres-what-happened.html	2017-04-06T03:11:38+0000	One of the worst chemical attacks in the Syrian civil war occurred on Tuesday in opposition-held Idlib Province. Dozens of people died, including children. Then the blaming began....
World	https://www.nytimes.com/2017/04/05/world/canada/la-meute-muslims-quebec.html	2017-04-06T00:53:09+0000	La Meute started a year and a half ago in Quebec to oppose what it calls “invasive political Islam.” Now, its social media campaign has more than 50,000 followers....
World	https://www.nytimes.com/2017/04/05/world/middleeast/queen-rania-jordan-melania-trump.html	2017-04-05T23:41:45+0000	Their meeting, which centered around the issue of school choice, was meant to cast a softer lens on the Trump administration....
World	https://www.nytimes.com/2017/04/05/world/africa/south-africa-rhinoceros-horns-rhinos.html	2017-04-05T22:47:44+0000	The decision was cheered by commercial rhino breeders but condemned by animal preservation groups, which warned that it could increase poaching....
World	https://www.nytimes.com/2017/04/05/world/australia/feng-chongyi-china-diversity-race-attica-food-nytaustralia-issue6.html	2017-04-05T21:33:49+0000	In this week’s newsletter, a Sydney professor returns from confinement in China, Australia struggles with race, and we ask readers: How should we cover food in Oz?...
World	https://www.nytimes.com/2017/04/05/world/middleeast/russia-account-syria-chemical-attack.html	2017-04-05T20:23:24+0000	The available evidence contradicts much of what the Russian government has said about a toxic attack that killed more than 100 people....
World	https://www.nytimes.com/2017/04/05/world/asia/ivanka-trump-china.html	2017-04-05T19:36:17+0000	The president’s daughter is an adored role model for young professionals in Beijing. Analysts say her popularity may help ease international tensions....
World	https://www.nytimes.com/2017/04/05/world/asia/xi-jinping-golf-trump-mar-a-lago.html	2017-04-05T18:39:53+0000	The Chinese Communist Party traditionally holds golf, which Mao once called a “sport for millionaires,” in high contempt....
World	https://www.nytimes.com/2017/04/05/world/middleeast/king-abdullah-jordan-trump.html	2017-04-05T17:51:24+0000	Mr. Trump declined to elaborate what he would do to respond to the attacks during a joint news conference with King Abdullah of Jordan in the Rose Garden....
World	https://www.nytimes.com/2017/04/05/world/asia/philippines-and-communist-rebels-agree-to-a-temporary-cease-fire.html	2017-04-05T16:40:42+0000	The agreement was reached at peace talks in the Netherlands, two months after guerrillas killed three soldiers and nearly derailed the process....
World	https://www.nytimes.com/2017/04/05/world/asia/pakistan-census-attack.html	2017-04-05T15:13:30+0000	The explosion on the outskirts of the capital of Punjab Province killed four army soldiers, one air force member and a civilian, and it wounded at least 17....
World	https://www.nytimes.com/2017/04/05/world/middleeast/syria-bashar-al-assad-atrocities-civilian-deaths-gas-attack.html	2017-04-05T15:12:41+0000	In six years of war, President Bashar al-Assad of Syria has overseen a campaign of carnage, using both the most modern means and ancient tactics against his people....
World	https://www.nytimes.com/2017/04/05/world/europe/santiago-compostela-spain-denise-thiem.html	2017-04-05T14:58:45+0000	A jury found Miguel Ángel Muñoz Blas guilty of killing Denise Thiem while she was on the Camino de Santiago in 2015. Prosecutors are seeking a 25-year sentence....
World	https://www.nytimes.com/2017/04/05/world/muslim-christian-babies-pew-report.html	2017-04-05T14:24:42+0000	The turnaround will be driven in part by the fact that the world’s Christian population is relatively old, while the Muslim population is younger and concentrated in regions with high fertility rates....
World	https://www.nytimes.com/2017/04/05/world/africa/jacob-zuma-south-africa-anc.html	2017-04-05T13:32:06+0000	Despite a show of unity, tensions in the country’s governing party have been laid bare after the president’s firing of a respected finance minister....
World	https://www.nytimes.com/2017/04/05/world/asia/saving-an-afghan-symbol-with-afghans-only.html	2017-04-05T13:30:36+0000	Darulaman Palace in Kabul has been ruined by four decades of war, but a reconstruction project is underway, with no foreign help....
World	https://www.nytimes.com/2017/04/05/world/asia/india-cow-mob-hindu-vigilantes.html	2017-04-05T12:29:26+0000	A mob of about 200 vigilantes surrounded six vehicles carrying cattle and pulled out five men, apparently Muslim, an official said....
World	https://www.nytimes.com/2017/04/05/world/middleeast/syria-chemical-attack-un.html	2017-04-05T11:09:58+0000	Ms. Haley, the American ambassador to the United Nations, told fellow Security Council members their lack of unity on Syria might mean “we are compelled to take our own action.”...
World	https://www.nytimes.com/2017/04/05/world/europe/st-petersburg-metro-attack-russia.html	2017-04-05T10:10:28+0000	The dead included a famous doll maker and a beloved wrestling coach. The toll has risen to 14, with more than 60 injured....
World	https://www.nytimes.com/interactive/2017/04/05/world/africa/south-sudan-famine-civil-war.html	2017-04-05T09:00:30+0000	Our reporters went to South Sudan and found that the world’s newest nation has not turned out the way it was supposed to....
World	https://www.nytimes.com/2017/04/05/world/europe/france-election-macron-fillon-le-pen.html	2017-04-05T08:13:10+0000	The 11 candidates jabbed, shouted and talked over one another, competing for the roughly 35 percent of the electorate who have yet to make up their minds....
World	https://www.nytimes.com/2017/04/05/world/asia/xi-jinping-trump-china-mar-a-lago.html	2017-04-05T07:58:59+0000	President Xi Jinping’s visit could lift his stature at home in China, but it also poses significant risks, as contentious issues like North Korea and trade loom large....
World	https://www.nytimes.com/2017/04/05/world/europe/france-jews-marine-le-pen-national-front-anti-semitism.html	2017-04-05T07:00:26+0000	The National Front is recasting itself as a defender of Jews — which could give voters license to embrace its anti-immigrant views....
World	https://www.nytimes.com/2017/04/04/world/canada/dionne-quintuplets-house-north-bay.html	2017-04-05T02:44:23+0000	The City Council of North Bay, Ontario, abandoned a plan to move the house to a community with no direct connection to the Dionne quintuplets’ story....
World	https://www.nytimes.com/2017/04/04/world/americas/argentina-cristina-fernandez-de-kirchner-corruption-indictment.html	2017-04-05T02:21:01+0000	Former President Cristina Fernández de Kirchner, with her son and daughter, faces corruption-related charges that carry prison terms of up to 10 years....
World	https://www.nytimes.com/2017/04/04/world/americas/venezuela-maduro-protests-supreme-court.html	2017-04-05T01:07:13+0000	Protesters gathered in Caracas to accuse President Nicolás Maduro of trying to eviscerate Venezuela’s democratic institutions and establish one-man rule....
World	https://www.nytimes.com/2017/04/04/world/middleeast/syria-hospital-airstrike-gas-attack.html	2017-04-05T01:02:13+0000	Witnesses to the chemical attack who were taken to a hospital in Reyhanli, Turkey, described traumatic scenes at the site of the bombing....
World	https://www.nytimes.com/2017/04/04/world/asia/north-korea-ballistic-missile-test-xi-trump.html	2017-04-05T00:22:23+0000	The missile took off from Sinpo on North Korea’s east coast and flew 37 miles before splashing into the sea, the South Korean military said in a statement....
World	https://www.nytimes.com/2017/04/04/world/middleeast/trump-isis-taunt-idiot.html	2017-04-05T00:10:20+0000	Analysts were surprised by the terrorist group’s earlier official silence on Trump, and speculated that it saw some of his statements as helpful....
World	https://www.nytimes.com/2017/04/04/world/asia/matthew-pottinger-trump-china.html	2017-04-04T23:52:27+0000	Matthew Pottinger, an ex-journalist, Marine and now an Asia adviser in the Trump administration, joins the president to meet with President Xi Jinping....
World	https://www.nytimes.com/interactive/2017/04/04/world/europe/document-U-S-Accuses-Three-Russians-of-Spying.html	2017-04-04T19:07:20+0000	In a criminal complaint filed in 2015 in federal court in Manhattan, the F.B.I. and prosecutors accused three Russians of working in the United States as spies. The documents show that the Russians tried to recruit a businessman who went on to adv...
World	https://www.nytimes.com/2017/04/04/world/africa/somalia-pirates.html	2017-04-04T19:03:04+0000	Pirates waylaid four ships recently, raising fears that a new version of the menace that ran from 2008 to 2012 has returned to the Indian Ocean....
World	https://www.nytimes.com/2017/04/04/world/asia/china-mar-a-lago-guo-wengui.html	2017-04-04T18:51:34+0000	Among the membership rolls of the Mar-a-Lago resort is a Chinese magnate who is a frequent critic of Beijing. It could make for an awkward topic as President Trump hosts President Xi Jinping there....
World	https://www.nytimes.com/video/world/middleeast/100000005016256/as-syria-crumbles-a-doctor-persists.html	2017-04-04T18:14:41+0000	Dr. Farida was working in Aleppo when government forces took control. She brought her story to the United States to seek humanitarian aid before returning to treat patients in rebel-held territory in northern Syria....
World	https://www.nytimes.com/2017/04/04/world/europe/cadbury-easter-britain-egg-hunt.html	2017-04-04T17:35:09+0000	The confectioner’s move was likened to the so-called war on Christmas, which some conservatives have called a bid by secularists to play down the religious character of holidays....
